,sentence,label
3872,我要看血義和團李春姬號令,Non-offensive
3873,你敢不他也是受害者、壞的是綠共別怪資策會,Non-offensive
3874,學姊盯市政進度雀食，蔣萬安好像在玩聖誕她不知道服務業在先進國家所以拜訪柯文哲是在吃喝玩講三小碗糕蔣政策白皮書跳票,Non-offensive
3875,問題是噁心民進黨要繼續用這種X就等都多少前例了,Non-offensive
3876,XDD專業的踐踏議會來了惱羞開始亂扯一堆在那叫什麼立委把官員當狗罵的時代過你在大聲啥啦你是把我們民光頭有一特點,Offensive
3877,三年後再來喊啊南票北補個屁啊,Offensive
3878,一個統一教人家是深綠,Non-offensive
3879,給邏輯正確,Non-offensive
3880,哈RIP,Non-offensive
3881,阿是罵柯文哲沒關係NCC都不會罰ㄟ側翼仔都沒搭過廉航喔？空穴來風就提告啊客氣什麼民進黨請繼續跟這個貓合作不能低估塔綠班無恥的程度新聞隨便抓一個路人的貼文有內鬼嗎跟四差貓說法不同，四差貓塔綠斑官員表示：搭廉航？以後叫Urber也算耍特一個市長通關,Non-offensive
3882,菸粉又要瑟瑟發抖沒有人在那邊低頭狂吃東西沒有一刀斃命證據,Non-offensive
3883,綠共意淫小說綠共思想：只高端都有百萬人打了11人啪啪啪,Offensive
3884,宗教也敢戰,Non-offensive
3885,樁腳就黑道也有票啊,Offensive
3886,感覺他跟第一次你相信台北人的智慧？笑死，萬安都可以當市長了民進黨也沒別人了，沒看到重點是都爛成這樣還有一堆其實就是草包而已，你想太你確定是被強徵？本來就選不上，怎麼表現都郭正亮有說上次跟蔣一起選有差嗎,Non-offensive
3887,既得利益者黨紀開除啊為了利益,Non-offensive
3888,就表示申請搜索票的時台灣版的水門案，假如因為密碼3個人知道也太多,Non-offensive
3889,非凡令人感到噁心，呼籲綠共不他國事務，九萬真香我關注能有90000嗎？你呼籲他會屌你個毛？九萬仔B嘴抗中保台四個字已經被你們我喊能領九萬再跟你一起喊甘你屁事真香啊我要能月領九萬我也果然來了,Non-offensive
3890,表示：說文解米粉冬粉麵粉.......聽過米粉嗎批鬥支語已經到不分敵我了螺螄粉、酸辣粉的條狀物不你吃了幾碗涼粉？通心粉呢米粉、冬粉麵跟粉古義都是粉末。你的那河粉呢支那人啊你吃兩碗米粉冬粉腸粉河粉通心粉酸教育部異體字字典,Non-offensive
3891,以後被統可輪9牆頭草,Non-offensive
3892,違停之父回歸叢林法則,Non-offensive
3893,雞排臭酸的我不要可以閉嘴嗎她？有夠反感執政且立委過半表示？執政過半很爽喔也不用等法案過啦，直接專現在的民進黨就是黑金,Non-offensive
3894,嘴上說不要,Non-offensive
3895,爽安安市長檳榔柯4%仔全黨要寄生囉我在等新竹onepiec想看市長入獄!!!新竹,Non-offensive
3896,一唱一搭,Non-offensive
3897,以後怎麼修？保證？都不能講錯一句嗎？居然有人會信騙神仔全家都拿好拿滿你們是神明嗎？騙神仔親生的選完本來就要改組了吧?再肚子又餓了不行拿嗎,Non-offensive
3898,很常看到綠能,Offensive
3899,光頭死皮賴臉蘇真的是史上最無恥官員,Non-offensive
3900,已經改變不了什了，喜迎萬說的真好。不管柯當年是綠草泥馬,Non-offensive
3901,文組才打第三劑跟喝符水沒兩樣除了死忠的,Non-offensive
3902,拉去旁邊種提名別人=檢討機制,Non-offensive
3903,"側翼噁心4X造謠要不要罰300萬87才信噁爛甲!嘔嘔嘔蟑螂抹黑一條龍垃圾抹黑人家不用被告喔?我們的高官基本就商務艙，那個透過鶴明介紹和黃承國都沒辦法管四叉造謠嗎==綠能你不能呀,怎麼辦呢?政論節目正在一條龍都坐廉航了還能被嘴特權，民進黨謝謝你的助選哈哈哈這個人到底為什麼新聞要一都搭廉航了還可以叫耍特權這不算甚麼特權吧整天吵這個超無聊的人家都要卸任了還盯著抹某腦子裝醬糊所以是造假？死忠粉或是討這咖的爆料還有什麼可信度沒實力不要大小聲綠甲又翻車了謝謝讓我知道市長搭廉航=我還在等他的大絕招",Non-offensive
3904,拯救大陸同不是中華民國台灣嗎?一搭一唱,Non-offensive
3905,next..,Non-offensive
3906,性能應該張高麗的老婆都幫他看門強八千含稅划算多了這種沒背景沒血統的本來就出外郎甲機腰耶習近平：難怪公文都黏黏的不錯了吧毛澤東都在年輕女子們的生台灣的某單位辦公室也是呀略輸台灣直接辦公室做愛民紅綠一家親沒看到綠圾共產党養小三還奶好像很大ㄟ,Non-offensive
3907,塔綠班考不上律師,Offensive
3908,不然民進黨立院過半，要過就能你都過半了還要打假球就太演戲而已,Non-offensive
3909,媒我還以為總統是馬英九塔綠班就是一群敗類呵呵,Non-offensive
3910,怕沒錢？台大校長要知所進退如果沒有申請，那能不能兼看來大家都擔心他沒錢，怎他台大可以直接辦退休到底是多崩潰，還躲在推文好奇問,Non-offensive
3911,不然就老闆賺夠不想做那麽多正確的推理我他媽為什麼要為了你的選先叫林聖人道歉再說馬政府就不像DPP政府都馬真要開,Non-offensive
3912,多知道自己錯還是強迫大家看討論議題就嗆學歷高被帶風向說歧視種話也沒文章看完在護航不是基本嗎丞相大人真機靈！！越來越多這種腐儒假清高言文章不看亂護航自刪好嗎可憐,Non-offensive
3913,QQ推33～現在殘酷的現實是投黃33姍姍加油,Non-offensive
3914,這嘴臉蘇大人好大的官威阿真的噁心,Non-offensive
3915,還要問拍到他別說鄉下,Non-offensive
3916,之前嘴人穩了,Non-offensive
3917,一條龍嘻嘻飛又在造神了嗎,Non-offensive
3918,講出來選舉用黨國分贓暖身中願景不是選前就提了結果不等上任後再說,Non-offensive
3919,KMT保底4推，台北年輕朋友一定要站無所謂,Non-offensive
3920,不是說不定,Non-offensive
3921,基本上躺著看來這次藍軍破釜沉舟要贏被耕田搞到,Non-offensive
3922,哈你不懂,Non-offensive
3923,側翼：沒有法律問題也是重綠能,Non-offensive
3924,不如去投降跟智障不能說理國民黨=投降派國民黨讓台商沉溺在共產黨所以買武器保家衛國錯在哪有人反對軍購嗎？,Non-offensive
3925,神邏輯有機可乘才會重兵壓陣,Non-offensive
3926,臭老查某不下呂布XD我都不敢說他戰外表CO2不會贏吧,Non-offensive
3927,桃園死都死三個人叫立刻....哈哈,Offensive
3928,選出來的,Non-offensive
3929,藩屬國還不叩很正常，他們國家也有公民吾皇萬歲萬歲萬萬歲樓下被肛什麼反應中國人更多還被中國維尼嘲中韓一家親,Non-offensive
3930,在他一直都是這種人現在行政院長不用回答人民我以為蘇一年前就該下台了問題是誰任命的喀拉喀拉蘇一直都這樣,Non-offensive
3931,昨天ml會不會太晚搜索了??反觀爐渣案，88槍，唉晚了一個月搜索一個月前天這件辦這麼認真,Non-offensive
3932,日台不好說日本出兵？是幻想喔和美國日本不幫，後面就等著被肛台日友好只要派剩下的3成出兵即可老美要你出兵就出兵真的,Non-offensive
3933,哈哈哈人妖苗躲哪呢？出來證明不邏輯正確推好了啦違停仔真的殺爆,Non-offensive
3934,在哪不下台才能繼續敗票到20不要換,Non-offensive
3935,還三民主義統一中國,Non-offensive
3936,這種能判的話安粉親衛隊還不快出動護主夠了沒,Non-offensive
3937,炒房也不管啦，我深綠死忠仔。都綠色芒果乾,Non-offensive
3938,宗,Non-offensive
3939,台北女生沒錯啊，這很真實，你太嫩台女日常,Non-offensive
3940,不必撤換英系還沒吃飽,Non-offensive
3941,嘻嘻有講跟沒講一樣,Non-offensive
3942,是不是都是國家機器逼高當慣老闆選舉公報拿起來,Non-offensive
3943,中國是不是在臭,Non-offensive
3944,別笑死人了後援會？We,Offensive
3945,抗X保X,Non-offensive
3946,不意外啊,Non-offensive
3947,還有20媽的死CAT他說四年耶,Non-offensive
3948,明日台灣,Non-offensive
3949,被撿尾刀看了一下萬華得票率，做事33加油！她有沒有機會繼續當副市長25%等於中間選民全拿了33粉不意外啊，輸不起時33加油從妳說要繼續蓋社宅的瞬間33加油33,Non-offensive
3950,幾百塊的洗頭,Non-offensive
3951,穩了穩了反觀某黨…各種老胖吵貪出來賣還是去演藝？,Non-offensive
3952,沒有權idcc喔?,Non-offensive
3953,吧反了，路燈名單+1選前你在幹嘛信仰不足請儲值，EE是宇=0,Non-offensive
3954,"那兩個都是市長,你是選立沒料還想當立委農農想加入國民黨嗎？跟大哥道歉吧！趕快跪下去問你們蔡中央政府啊，遷松黑道就是沒腦要不要遷也不是一個小立委也不是做不到只是配套規劃可憐，還沒選就被看破手腳草包還在拗原來現在是蔣萬如果有一成的土地沒變成公笑死",Non-offensive
3955,maker,Non-offensive
3956,呵,Non-offensive
3957,就藍綠都不想讓民眾黨做大唱衰的就是希望第三勢力趕穩定會從多黨制走向兩黨制歐洲一堆小黨，幾百年了還期待柯屁出來說：跑掉都是事實就是很多人怕柯會出來新竹是郭董的人,Non-offensive
3958,下去了啦柯CF不告4X了耶，好沒可悲,Non-offensive
3959,很明顯不事實證明,Non-offensive
3960,前幾天講得頭頭是道這貨意外嗎？反正選不上推一個雙標你這樣肉搜壞壞，人家這波苗能你不能苗哥怎麼可能歧視人啊至少他智堅案是站台大那邊坦白講他的個性本來就會瞧苗,Non-offensive
3961,果然是倫家4女森耶!!這樣呂森不給問耶，一樣高傲蔡：,Non-offensive
3962,別再說是神了原來三立也是中共同路人啊腐化古神他腦袋真的錯亂了，台灣a創屎神是共匪賤畜哇連三立都納進去，創世神怎麼？,Non-offensive
3963,別跑陳時中屁話可以不用理他了33這次迴力鏢都市計畫問題有講錯嗎？都馬英九真萬用跟陳水扁一樣民進黨又在推卸,Non-offensive
3964,不用回台領九萬又能坐船觀光這一刻,Non-offensive
3965,很翻譯：大家都是戰犯，別看中壯世代何智偉被公幹中壯笑死，繼續補刀啦黨國，笑死,Non-offensive
3966,你可以綠色經濟,Non-offensive
3967,他哪有你的大哥呢?,Non-offensive
3968,不像其他人卸任之後,Non-offensive
3969,政治真的跟宗教信仰可憐的4%仔今日高雄,Offensive
3970,7414不想跟2018一樣投了還好的,Non-offensive
3971,用屍體擋等冬德國人是被天氣打敗的跟當時中國一樣策略,Non-offensive
3972,相信年底前一定打臉你民調太高不需要開槍綠畜：國民党殺人如麻說馬6年來廢死聯盟已經勝利了不是不執行，是尚未執行，法務部長到底在幹嘛?民進黨就是一群騙子,Non-offensive
3973,扁系御醫和蔡蘇鐵支持,Non-offensive
3974,明年從中共同路人轉生副總統再中共同路人英系網軍要發動總攻擊了最大的中共共鳴者，怕非英系的準備變中共通路人賴太軟了,Non-offensive
3975,笑死人文哲：？？？？自己講以為票就會變多？沒有三民自,Non-offensive
3976,凸(ﾟдﾟ)凸高也要吃看來票還是太多,Non-offensive
3977,呵呵江清廉？笑死黑金在笑別人,Offensive
3978,建議平民先移民到中搞得大家都抗中才能團結呀hbk還在鬼扯自願拿槍跟但是有黑道不會有戰場,Non-offensive
3979,讓台灣它本身極權專制的制度，讓正常人都只想賺錢，誰想打柯文哲口中的警查結尾應該要說塔綠班或成最放空發大財這幾天黎智英又被起訴了@都變啞巴了,Non-offensive
3980,謝雪紅那些就解沒國民黨,Non-offensive
3981,燒掉你會先丟回收，然後清潔隊能回收,Non-offensive
3982,只會抄作業的說別人CDC專家會議和台北市政蘇貞昌：爭功諉過這種行為人家拿會議記錄出來打臉才笑死，難怪民進黨挺抄襲論文也是？講什麼幹話,Non-offensive
3983,台灣最大的詐騙八卦版當機堅仔有夠傲嬌看看我們堅哥反正最後也會回歸黨意,Non-offensive
3984,嘻嘻所以垃圾才不分藍綠，藍綠國黨有黑道所以下台,Non-offensive
3985,中共不敢人家都要你自己練兵了還在智障才在幻想同盟,Non-offensive
3986,哪來的黨的決策委員怪黨決策不行直接投靠民進党好了時代力量還剩誰？沒人啦，怎麼玩下去王婉諭真的很不錯,Non-offensive
3987,當然升職藍綠一起笑你們廢我們一起民進黨最厲害的就是完全無死忠不在乎辦卡辦這張(黨證)，富貴越來越有共產黨的影子了你們太陽花崩潰了,Non-offensive
3988,DPP的整篇就看幾個死忠的在護航快上街,Non-offensive
3989,還不如去看露奶5成支持度是要覺醒什麼,Non-offensive
3990,我的僕人蘇貞昌,Non-offensive
3991,柯文哲穩了真的很朱只剩選台灣區代表了，總那就先恭喜民進黨囉噗,Non-offensive
3992,只是懷疑你有就直接當有去蒐證這個政黨真的好噁現在立委指揮檢調辦案也太全台灣都是我的人？運毒集團也要抓起來就有大秘寶啊嘻嘻塔綠班：弄死謀權篡位的党濫權,Non-offensive
3993,但會被出征中共是中國需要ECFA,Non-offensive
3994,怎現又雙標廢物還敢出來喔?八卦真的好噁人家八卦女神被偷窺耶生理你先出來躲到現在，你以為大家忘記妳還敢出來啊只能說，噁心這女啦機先說3+11吧,Non-offensive
3995,青真的很像對岸口號,Non-offensive
3996,笑死好啊,Offensive
3997,真的以為綠能你不能,Offensive
3998,塔綠班衝啊說党不對的都給我打成中共批評綠=紅來囉,Non-offensive
3999,XD林明溱表示記得雲林上任是DPP喔什麼!!!傳說中最無聊的之前基隆長期給國民黨執政事實證明兩黨都是垃圾就無腦的建設.有50%的員林是彰化啦哈哈但北港也這幾年看下來,Non-offensive
4000,希望台灣會更好大推這篇！！推,Non-offensive
4001,問a答b畫虎美女醫師我服許書華怒譙髒話的綠醫,Non-offensive
4002,議員我覺得很棒啊,Non-offensive
4003,真的有夠垃圾不錯阿,Offensive
4004,大家鼓党主席好大，嚇死了黨的總書記說什麼就是什麼獨裁母豬跟習大大一樣擁有至上無高小英：我決定！獨裁母豬蔡英文阿之前不是在叫說沒看到辭力量不夠，還想更有力額笑死,Non-offensive
4005,可憐所以邱顯智當初幹嘛不接黨通通解散加入綠共吧,Non-offensive
4006,英國,Non-offensive
4007,垃圾車不是我大意了啊她在後方啊,Non-offensive
4008,沒guts,Non-offensive
4009,超級星星病毒加油，加油病毒加油病毒請祝福全開怎麼不得猴痘,Non-offensive
4010,=彰化漲很多吧新營人路過，鹽水1700桃園龜山剛起漲不過旁邊整離台北基隆都很近的瑞芳我不知道，應該沒吧外傘頂洲釣魚大台吧,Non-offensive
4011,廢話,Non-offensive
4012,赤柬就白痴到打越南之前就被越南打趴,Offensive
4013,笑死,Offensive
4014,vs,Non-offensive
4015,不可能，有血性64就會倒這些人是反習不是爭民主唉,Non-offensive
4016,"縮炒房仔敢嘴台灣恩人?乾你屁事這樣又可以了，呵呵，綠圾今日推薦人設？雙標！這很民進黨、還好張先生沒有對新竹選情對獨裁者的這種""恭喜""不綠能你不能所以你的一家親算不算客套覺得是偷臭捏幹你娘",Non-offensive
4017,他們服務處這就是台灣價值絕不投林真的很誇張推...噁心欸欸，現在加入還來得及嗎黑金治國媓政績EE南方園區蔡英文是人類史上最爛最噁台南那麼黑啊.....台南人真的不值得同情,Non-offensive
4018,支持派系民進黨的網軍水準江河日下哇靠,Non-offensive
4019,看來是穩了高虹安？賴香伶？綠營昨天很嗆,Non-offensive
4020,真心說還台灣人道德程度就這樣而已民進黨的優質政績，不高興最慘的是帶頭修爛檢舉的立感謝oppo,Non-offensive
4021,其他縣市都已經推,Non-offensive
4022,=,Non-offensive
4023,苦無大紀元的平行世界是沒有布政治打手是自介嗎？大紀元原來這麼愛文革還沒下車喔，我怎看你都是大紀元？不是最反共的嗎？是說邁邁有追蹤的那個嗎最後一段笑死蔡語錄你背了沒真讓我反胃利用權勢地位,Non-offensive
4024,政府幫你虧了也不是三千多億叫不是那麼多？？翻譯虧得還不夠多因為不是賠你的錢啊,Non-offensive
4025,新竹台南立委不關心88槍,Non-offensive
4026,規定不查清楚還怪人管制多嫌麻煩，不管就說政呃……google法條有銀行不會嫌你錢多，八成是做賭場的嫌存錢麻煩，就不這家連轉帳的限制也超機車這故事漏洞太多，罰你回去升斗小民超用力防制洗錢啊叫什麼叫麻煩請找金管會電機科不會教怎麼修洗衣機你該不會入境沒申報美元吧領的時候沒有拍照錄影顧立雄德政,Non-offensive
4027,亞德曼合淞滬戰役時88師,Non-offensive
4028,拍桌在不是要抗中嗎院長霸氣通匪，護國台派怎哈哈全部禁光譯：關我屁事禁止抖音，你有跟誰溝通過不是很嗆？！不會拿撞球竿就笑你沒能力解決應該要硬起來嗆聲：臺灣不被抓住jj了怎麼可以溝通，按你們之前班班喝啤酒那些喊抗中保台的選舉牌不喲,Non-offensive
4029,好誇張的人數，,Non-offensive
4030,呂布當然是我大張遼，玄武甲+當然是街亭馬謖女王卑禰乎，靠預知未來獲忠臣周泰姜維,Non-offensive
4031,看不錯,Non-offensive
4032,你確定要血這些黑道也是選民選出來進這對塔綠班支持者來說是嚴議員、立委要就有…其他的都有黑道當國策顧問了,Non-offensive
4033,有關係的小吃部賣原來開放波波醫師也是陳時大家都知道是社福,Non-offensive
4034,偷換對啦，質疑阿苗就是網軍啦我建議苗去南部選，一定上邏輯是不要懲處啦！就公開人家躲著取暖剛好苗頭不對裝不懂就是這樣斑斑崩潰好可愛做錯事整天凹,Non-offensive
4035,台KMT開心寫在臉上,Non-offensive
4036,丈你朋友的老婆都男的吧你可人家都可,Non-offensive
4037,應該就被噓爆柯文哲回國宣布也參選投她跟投廢票沒什麼兩樣蒂蕾喵：哭哭同個選區有什麼烙跑問題嗎側翼很急喔馬上砲打王還沒就職就落跑xd這麼快國民黨開始大頭了嗎光速烙跑,Non-offensive
4038,人家嫌這60少,Non-offensive
4039,=問題是那板就沒人看風向變很久了吧還沒到選舉，選舉就歸隊啦選舉前才看得到蟑螂火力展被中共網軍攻破了我如果是網軍決策群，沒預一定是被中共滲透了,Non-offensive
4040,老闆沒給你們休死忠高端戰士噓好快塔綠班跳腳囉跟塔綠班談科學根據,Non-offensive
4041,呵呵縱容也現在塔綠班全黨一起貪,Offensive
4042,"連論不只國發所吧，其他所只是這一掃不得了，一堆假碩博誠實的阿北老師問題最大,",Non-offensive
4043,有辦支持他這番言論的,Non-offensive
4044,也不選好了啦,Non-offensive
4045,鋪天蓋地你新竹系腦霧才會被塔綠班側翼洗腦笑死,Non-offensive
4046,有棄中保珊車輪黨死忠歸隊棄中保珊33沒柯的魅力，可惜了，小粉綠嘴裡笑33，結果心可憐，選kmt無腦草包穩了穩了，這是市民的福氣33贏了辯論會完就結束了啦,Non-offensive
4047,造謠不用關嗎,Non-offensive
4048,變成呷成人片會不會搞更大??鍵盤攻勢，跟冷戰時期比較不太一樣ㄅ恩恩,Non-offensive
4049,掌握雲沒救了，完全不反省的。不知檢討的爛黨XD,Non-offensive
4050,林北要看綠共技術性阻止民選市長,Offensive
4051,美國和台商養不要只用教科書教你的想事你就趕快祈禱共產黨倒台吧江澤民搞定法輪功，千秋萬蘇聯解體是美國引發經濟戰殺小都不是,Non-offensive
4052,瘋到連慈濟也敢打妳要確定欸妳484覺得選民都白癡？coco姐發動攻擊，側翼護航速度越快，越讓人覺得了不起,Non-offensive
4053,有林綠師也算這次的戰犯吧，崩潰三小啦,Non-offensive
4054,笑死法律系讀進去了醫學院也很多鳥系的阿，假法律系出路廣,Non-offensive
4055,塔綠班都會嘴一樓真他媽有趣錢被民進党1樓笑死前面一堆綠畜發言預算都被小智用完了吧側翼都以為編列預算很簡單塔綠班：土城安下台啦,Offensive
4056,原來會打台灣喔,Non-offensive
4057,國民黨要派誰？人家叫我選的不怕再被網軍打成中共同路還在搞選舉我們英皇沒給的,Non-offensive
4058,深蹲救台灣死忠的在高潮這位也跟著升他誰啊？投降輸一半啊是想出來被挖幼稚園的底嗎講廢話,Non-offensive
4059,哇好幽默喔說很多立委都不在了側翼快先猜陳時中會接任閣揆吧，蘇光頭不要臉,Non-offensive
4060,可好爽,Non-offensive
4061,杜亦謹知道又怎樣？聽幹話也可以長知識DPP只會跟K黨比爛，只不然你去投KMT啊,Non-offensive
4062,敗壞民主的母豬,Offensive
4063,有沒有見人家人多歧視你客家剛好而格局小才會肚量小,Non-offensive
4064,檢調還抓出人呱吉：網軍只有一種顏色網軍治國呀,Non-offensive
4065,金權政治搞的社宅應該要壓低價格，在郊現在流行規勸，罰錢！？這種假打房廢文真的發不膩重罰100萬，好怕而且1建商賣一戶有沒有賺一百萬好怕喔,Non-offensive
4066,XDDDDD難怪一個苦瓜臉一個笑嘻嘻這兩積應該賠不少,Non-offensive
4067,樓主，你要自立自強啊！不然用肺發電好了北七阿，愛怎麼發電？根本當初擋核四的通通不要用電無聊你爸是誰比較重要真的只有學生戰校,Non-offensive
4068,也不投抄襲仔新棄藍保白好可憐，好無奈投給林可以讓高少一票,Non-offensive
4069,夠誠實這很柯P當草包顧問？,Offensive
4070,難道創造條件護國神山變中共同路人了狂啊,Non-offensive
4071,給你開到16才對得起冷氣綠能你不能呆呆的你，這發財的門路賤撈錢用的不是,Non-offensive
4072,像陳時這不早就知道了，台灣媒體再幾天就不會討論拉台灣媒體就是極盡諂媚美化塔綠班會點,Non-offensive
4073,超大杯有請打T高手還在拗哦努力吸砲火,Non-offensive
4074,票投王世堅連炮灰都算不上的隱形人,Non-offensive
4075,我看大秘寶怕火燒到自己吧，安靜的很麻柯：黨給你交保，乖點太明顯了啦，現在才裝公正行政院法務部的檢察官說的要停職就只能先就職，懂的早知道了,Non-offensive
4076,台南41%成大生想當「躺平族就是造神賴除了被包裝出來的台南政之前還說代言酒的問題,Non-offensive
4077,還在幻想死忠是你越停越挺,Offensive
4078,中共同路人死守財富密碼捏,Non-offensive
4079,有817萬支持就有霸氣的院長我就是官，你能拿我怎樣？光頭騙神仔流氓當院長,Non-offensive
4080,要回去蹲了沒所以之前每天讓克拉克開是扁扁選桃園會贏扁真的很會說話其實阿扁講得很公道欸，後保外就醫，司法改革大成功阿扁讚讚讚，真正民主推手貪污犯，台灣司法最大的侮這個專訪羅一鈞是唯一被稱至少阿扁時期公務員的皮要感覺手蠻穩的好厲害都不用看稿等著回籠吧手抖已經好了阿扁也要成為中共同路人了一代戰神還能受訪,Non-offensive
4081,你照片幹笑死，就你們綠共党打負民進黨講這種話？這家伙帥在哪？不就年輕版實話啊,Non-offensive
4082,夢裡都有好了啦,Non-offensive
4083,阿中大灑幣30分鐘5塊60分鐘10哈,Non-offensive
4084,最噁心就喬柯,Non-offensive
4085,抗中保台也是喊很爽立委會審預算啊,Non-offensive
4086,被國民黨尾蔣應該還有大位夢，會認真阿伯你選舉過程中如果表達收割大巨蛋台北市民你們的稅金要被拿大巨蛋是我的囉看來歷史要重演了QQ好多預算能花33沒贏死忠的,Non-offensive
4087,魯蛇的票超商我都快吃不起了,Non-offensive
4088,"所以他盡全力不不會下台了對皇帝來說,只有生與死,看旁邊一堆癟三",Non-offensive
4089,不知瑪莉兄弟有電影啊,Non-offensive
4090,智障會議記錄,Offensive
4091,別再騙了騙神怎麼可能會檢討，只會謙卑，笑死，你不就是傲慢流氓行政院長只會炒地圖利問候別人媽媽的說要謙卑女王只是假裝慰留，你竟然在那叫什麼？過一陣子就在那叫什麼謙卑咧，總質詢喜歡質詢立官癌末期死不下台叫謙卑以後會謙卑的問候對方媽媽選總統啦你的字典裡有謙卑?在那叫什麼已經很千杯了喔謙卑面對，繼續標案笑死人了，真的是謙卑啊麻煩保持繼續到2024卑你老木,Non-offensive
4092,哀這個阿北，沒路用了小黨還真辛苦…沒有公職的柯P最後也會變dpp都花20多年才執政好了啦,Non-offensive
4093,ﾟдﾟ)凸你它馬不一中!?這種標題很適合嗜黨說,Non-offensive
4094,你家時對啦對啦,Non-offensive
4095,特別親切約砲好用挖為了一個鳥論壇連身分證我用學生證我出社會工作幾年回去念研馬的一群塔綠班,Non-offensive
4096,2024票投塔夠了！科痞子不要再亂了！不然你要選有黃承國的民進民進黨擊落過幾架中國軍機現在是一個便當吃不起你這個言論精闢到我無法確一個高端打打不死，下次打反串要先說要反串也認真一點差很多，馬冏你還罵的到人什麼叫無中心思想,Non-offensive
4097,我臉皮超厚的啦慰留就是叫蘇扛真的有夠賤2018也同樣套路,Non-offensive
4098,菜桶辭主席跛這是在臭吧表面助選,Non-offensive
4099,柯黃上次出來現在總統就是黃反中天柯挺中天，太讚了張安樂，還是菸党比較適合投爆喔我跟你講藍綠瑟瑟發不可能,Non-offensive
4100,新部隊要幹嘛一個立委他不能有自己的想農農,Non-offensive
4101,萬家哭知道怕就好,Non-offensive
4102,毫無邏輯思反核四不反核就是自欺欺人我是人我反核民進黨反核反蛤？現在政府早沒公信力了噢噢，所以支持核二三延役各縣市小型核電自己蓋啦,Non-offensive
4103,還有你蘇女的最該檢討的人死不下台,Non-offensive
4104,，還是塔綠斑又在鬧怎還沒告?自己侵權自己大概是跨下癢發明人之一然後只告高虹安嫌票太多高聖精密董事長黃水木跟李所以是告錯人?趕快告，笑你不敢背信是背三小,Non-offensive
4105,這些是在叫這行程也不可能是一個月排去跟新加坡講,Non-offensive
4106,這樣才對,Non-offensive
4107,為酸而酸不認輸喔,Non-offensive
4108,看來過沒多久日本首跟習近平能談什麼…塔綠班覺青崩潰先禮後兵,Non-offensive
4109,三民自基本盤對決就輸了來,Non-offensive
4110,莫里斯張是中共沒本事交流的人才會說他同死媽破腦綠畜怎麼沒出來吠某公關公司,Non-offensive
4111,眼睛焦慮?,Non-offensive
4112,幹些紅衛兵的事情意外嗎小綠苗只能跪著舔飯,Offensive
4113,乾八卦版邏輯就是這麼優質腦補這樣行嗎XDD一堆農婦就很愛吳怡農啊~排卵期到了八卦邏輯又來囉，藍白能，黑道共產黨不意外wwww肯定是認知作戰噁心啊,Non-offensive
4114,沈伯洋的邏輯幾歲了還用疊字裝可愛有東京復仇者的味道把反對人群都打成中共有這真的有夠會創作這種奇怪的所以我們也可以反過來稱沈中共影分生白癡爛黨整天在創名詞,Non-offensive
4115,抓阿扁要再戰台北市長嗎頭腦太清楚了，關回去這時候就沒人出來靠北文組難怪沒人救你,Non-offensive
4116,cc演這麼多次了，還想騙？發現射個飛彈就比狗還乖比因為台灣前途是美國決定，一不小心就助選了學乖了，不然每次都助選學乖了,Non-offensive
4117,來，給你壓歲滅修幹魔我剛尿尿沒洗手說好戰起來哩我拜威武就先禮後兵，開完會後照樣就遇到什麼熊說什麼樣的話昨晚肛交的細節晚上來我房間喔，握手了，準備教訓支那台北我在哪裡我兩條線嗨,Non-offensive
4118,週刊都知道？派了一堆側翼潛伏在各黨派還在打虹安？打到最後會不奇怪，鏡週刊才是真正的檢洩密的不用辦蒸蚌看起來教訓還不夠喔☺同樣被迫害的還有妙妙姊，打到等等柯文哲變總統XD國家機器有動起來為什麼偵查可以洩密？英派是玩共產黨內鬥誒嗎？偵查不公開，然後週刊全知偵查不公開好像笑話根本就吹哨把自己吹死不必去問說個笑話偵查不公開司法改革，ncc,Non-offensive
4119,中共超量者,Non-offensive
4120,好了啦！光頭神棍！中國經濟不好的時候,Offensive
4121,我該辭職的，沒有辭職對自己就不必去查，好好喔你女兒的標案也全部查一查怎麼這時候不說不必去查？你的都不用查,Non-offensive
4122,連我虹姐接下來又要說新竹人欠林智選輸就檢討選民,Non-offensive
4123,地又沒臺灣政府不想賣了？賺錢時有多繳錢嗎,Non-offensive
4124,政黑一堆人去攻擊王立委有這些職權?????讚讚讚,Non-offensive
4125,爛讚喔可憐的是,Non-offensive
4126,=.=那當初打林智堅論文鋪天蓋推文藏著和某半禿記仇名嘴數位部的300億、打打嘴高端幾十億，新竹市的弊案日本人真是關心新竹選情,Non-offensive
4127,拜託繼續,Non-offensive
4128,只會造喊罷免的真的低能，跟韓導塔綠班把自己搞成笑話，還有些低能塔綠班又氣噗噗出萬人響應,Offensive
4129,ﾟдﾟ)凸你要不要看起來不懂小三通耶好可憐,Non-offensive
4130,你乾脆說全世界都知道塔綠班廢核是民進黨的走狗真是不要臉至認列核四虧損，台電破產綠共黨全面執政7年還在國對,Non-offensive
4131,學姐助理這時候很考驗黨和這兩人的當助理然後偷錄音補刀,Non-offensive
4132,我挺他應該是為了除罪化對不起吧到底為什麼要道歉昨日除罪，今日確診,Non-offensive
4133,為啥敢開放萊吃這麼久了,Non-offensive
